month_year,state_name,volume_in_cr,value_in_cr,users_in_lakhs,transactions_in_lakhs
May 2018,Goa,35.00,175.00,17.50,87.50
June 2018,Goa,36.00,180.00,18.00,90.00
July 2018,Goa,37.00,185.00,18.50,92.50
August 2018,Goa,38.00,190.00,19.00,95.00
September 2018,Goa,39.00,195.00,19.50,97.50
October 2018,Goa,40.00,200.00,20.00,100.00
November 2018,Goa,42.00,210.00,21.00,105.00
December 2018,Goa,44.00,220.00,22.00,110.00
January 2019,Goa,46.00,230.00,23.00,115.00
February 2019,Goa,48.00,240.00,24.00,120.00
March 2019,Goa,50.00,250.00,25.00,125.00
April 2019,Goa,52.00,260.00,26.00,130.00
May 2019,Goa,56.00,280.00,28.00,140.00
June 2019,Goa,60.00,300.00,30.00,150.00
July 2019,Goa,64.00,320.00,32.00,160.00
August 2019,Goa,68.00,340.00,34.00,170.00
September 2019,Goa,72.00,360.00,36.00,180.00
October 2019,Goa,76.00,380.00,38.00,190.00
November 2019,Goa,80.00,400.00,40.00,200.00
December 2019,Goa,84.00,420.00,42.00,210.00
January 2020,Goa,88.00,440.00,44.00,220.00
February 2020,Goa,92.00,460.00,46.00,230.00
March 2020,Goa,96.00,480.00,48.00,240.00
April 2020,Goa,98.00,490.00,49.00,245.00
May 2020,Goa,100.00,500.00,50.00,250.00
June 2020,Goa,112.00,560.00,56.00,280.00
July 2020,Goa,128.00,640.00,64.00,320.00
August 2020,Goa,144.00,720.00,72.00,360.00
September 2020,Goa,160.00,800.00,80.00,400.00
October 2020,Goa,176.00,880.00,88.00,440.00
November 2020,Goa,192.00,960.00,96.00,480.00
December 2020,Goa,208.00,"1,040.00",104.00,520.00
January 2021,Goa,224.00,"1,120.00",112.00,560.00
February 2021,Goa,240.00,"1,200.00",120.00,600.00
March 2021,Goa,256.00,"1,280.00",128.00,640.00
April 2021,Goa,266.00,"1,328.00",134.00,664.00
May 2021,Goa,284.00,"1,420.00",142.00,710.00
June 2021,Goa,302.00,"1,512.00",150.00,756.00
July 2021,Goa,320.00,"1,604.00",158.00,802.00
August 2021,Goa,338.00,"1,696.00",166.00,848.00
September 2021,Goa,356.00,"1,788.00",174.00,894.00
October 2021,Goa,374.00,"1,880.00",182.00,940.00
November 2021,Goa,394.00,"1,976.00",191.00,988.00
December 2021,Goa,414.00,"2,072.00",200.00,"1,036.00"
January 2022,Goa,444.00,"2,204.00",214.00,"1,102.00"
February 2022,Goa,474.00,"2,336.00",228.00,"1,168.00"
March 2022,Goa,504.00,"2,468.00",242.00,"1,234.00"
April 2022,Goa,534.00,"2,600.00",256.00,"1,300.00"
May 2022,Goa,566.00,"2,744.00",272.00,"1,368.00"
June 2022,Goa,624.00,"3,040.00",304.00,"1,520.00"
July 2022,Goa,682.00,"3,336.00",336.00,"1,672.00"
August 2022,Goa,740.00,"3,632.00",368.00,"1,824.00"
September 2022,Goa,798.00,"3,928.00",400.00,"1,976.00"
October 2022,Goa,900.00,"4,480.00",448.00,"2,240.00"
November 2022,Goa,966.00,"4,788.00",478.00,"2,390.00"
December 2022,Goa,"1,038.00","5,120.00",510.00,"2,550.00"
January 2023,Goa,"1,110.00","5,460.00",542.00,"2,710.00"
February 2023,Goa,"1,164.00","5,712.00",568.00,"2,832.00"
March 2023,Goa,"1,218.00","5,964.00",594.00,"2,954.00"
April 2023,Goa,"1,272.00","6,216.00",620.00,"3,076.00"
May 2023,Goa,"1,344.00","6,564.00",656.00,"3,280.00"
June 2023,Goa,"1,488.00","7,280.00",728.00,"3,640.00"
July 2023,Goa,"1,632.00","7,996.00",800.00,"4,000.00"
August 2023,Goa,"1,776.00","8,712.00",872.00,"4,360.00"
September 2023,Goa,"1,920.00","9,428.00",944.00,"4,720.00"
October 2023,Goa,"2,064.00","10,144.00","1,016.00","5,080.00"
April 2016,Gujarat,300.00,"1,500.00",150.00,750.00
May 2016,Gujarat,330.00,"1,650.00",165.00,825.00
June 2016,Gujarat,360.00,"1,800.00",180.00,900.00
July 2016,Gujarat,390.00,"1,950.00",195.00,975.00
August 2016,Gujarat,420.00,"2,100.00",210.00,"1,050.00"
September 2016,Gujarat,450.00,"2,250.00",225.00,"1,125.00"
October 2016,Gujarat,480.00,"2,400.00",240.00,"1,200.00"
November 2016,Gujarat,510.00,"2,550.00",255.00,"1,275.00"
December 2016,Gujarat,540.00,"2,700.00",270.00,"1,350.00"
January 2017,Gujarat,570.00,"2,850.00",285.00,"1,425.00"
February 2017,Gujarat,600.00,"3,000.00",300.00,"1,500.00"
March 2017,Gujarat,630.00,"3,150.00",315.00,"1,575.00"
April 2017,Gujarat,660.00,"3,300.00",330.00,"1,650.00"
May 2017,Gujarat,690.00,"3,450.00",345.00,"1,725.00"
June 2017,Gujarat,720.00,"3,600.00",360.00,"1,800.00"
July 2017,Gujarat,750.00,"3,750.00",375.00,"1,875.00"
August 2017,Gujarat,780.00,"3,900.00",390.00,"1,950.00"
September 2017,Gujarat,810.00,"4,050.00",405.00,"2,025.00"
October 2017,Gujarat,840.00,"4,200.00",420.00,"2,100.00"
November 2017,Gujarat,870.00,"4,350.00",435.00,"2,175.00"
December 2017,Gujarat,900.00,"4,500.00",450.00,"2,250.00"
January 2018,Gujarat,930.00,"4,650.00",465.00,"2,325.00"
February 2018,Gujarat,960.00,"4,800.00",480.00,"2,400.00"
March 2018,Gujarat,990.00,"4,950.00",495.00,"2,475.00"
April 2018,Gujarat,"1,020.00","5,100.00",510.00,"2,550.00"
May 2018,Gujarat,"1,050.00","5,250.00",525.00,"2,625.00"
June 2018,Gujarat,"1,080.00","5,400.00",540.00,"2,700.00"
July 2018,Gujarat,"1,110.00","5,550.00",555.00,"2,775.00"
August 2018,Gujarat,"1,140.00","5,700.00",570.00,"2,850.00"
September 2018,Gujarat,"1,170.00","5,850.00",585.00,"2,925.00"
October 2018,Gujarat,"1,200.00","6,000.00",600.00,"3,000.00"
November 2018,Gujarat,"1,260.00","6,300.00",630.00,"3,150.00"
December 2018,Gujarat,"1,320.00","6,600.00",660.00,"3,300.00"
January 2019,Gujarat,"1,380.00","6,900.00",690.00,"3,450.00"
February 2019,Gujarat,"1,440.00","7,200.00",720.00,"3,600.00"
March 2019,Gujarat,"1,500.00","7,500.00",750.00,"3,750.00"
April 2019,Gujarat,"1,560.00","7,800.00",780.00,"3,900.00"
May 2019,Gujarat,"1,680.00","8,400.00",840.00,"4,200.00"
June 2019,Gujarat,"1,800.00","9,000.00",900.00,"4,500.00"
July 2019,Gujarat,"1,920.00","9,600.00",960.00,"4,800.00"
August 2019,Gujarat,"2,040.00","10,200.00","1,020.00","5,100.00"
September 2019,Gujarat,"2,160.00","10,800.00","1,080.00","5,400.00"
October 2019,Gujarat,"2,280.00","11,400.00","1,140.00","5,700.00"
November 2019,Gujarat,"2,400.00","12,000.00","1,200.00","6,000.00"
December 2019,Gujarat,"2,520.00","12,600.00","1,260.00","6,300.00"
January 2020,Gujarat,"2,640.00","13,200.00","1,320.00","6,600.00"
February 2020,Gujarat,"2,760.00","13,800.00","1,380.00","6,900.00"
March 2020,Gujarat,"2,880.00","14,400.00","1,440.00","7,200.00"
April 2020,Gujarat,"2,940.00","14,700.00","1,470.00","7,350.00"
May 2020,Gujarat,"3,000.00","15,000.00","1,500.00","7,500.00"
June 2020,Gujarat,"3,360.00","16,800.00","1,680.00","8,400.00"
July 2020,Gujarat,"3,840.00","19,200.00","1,920.00","9,600.00"
August 2020,Gujarat,"4,320.00","21,600.00","2,160.00","10,800.00"
September 2020,Gujarat,"4,800.00","24,000.00","2,400.00","12,000.00"
October 2020,Gujarat,"5,280.00","26,400.00","2,640.00","13,200.00"
November 2020,Gujarat,"5,760.00","28,800.00","2,880.00","14,400.00"
December 2020,Gujarat,"6,240.00","31,200.00","3,120.00","15,600.00"
January 2021,Gujarat,"6,720.00","33,600.00","3,360.00","16,800.00"
February 2021,Gujarat,"7,200.00","36,000.00","3,600.00","18,000.00"
March 2021,Gujarat,"7,680.00","38,400.00","3,840.00","19,200.00"
April 2021,Gujarat,"8,064.00","40,032.00","3,989.00","20,168.00"
May 2021,Gujarat,"8,640.00","43,200.00","4,320.00","21,600.00"
June 2021,Gujarat,"9,216.00","46,080.00","4,656.00","23,040.00"
July 2021,Gujarat,"9,792.00","50,016.00","4,992.00","24,480.00"
August 2021,Gujarat,"10,368.00","53,424.00","5,328.00","25,920.00"
September 2021,Gujarat,"10,944.00","56,832.00","5,664.00","27,360.00"
October 2021,Gujarat,"11,520.00","60,240.00","6,000.00","28,800.00"
November 2021,Gujarat,"12,288.00","64,512.00","6,360.00","30,240.00"
December 2021,Gujarat,"13,056.00","68,832.00","6,720.00","31,680.00"
January 2022,Gujarat,"13,992.00","73,152.00","7,128.00","33,264.00"
February 2022,Gujarat,"14,928.00","77,472.00","7,536.00","34,848.00"
March 2022,Gujarat,"15,864.00","81,792.00","7,944.00","36,432.00"
April 2022,Gujarat,"16,800.00","86,112.00","8,352.00","38,016.00"
May 2022,Gujarat,"17,832.00","90,816.00","8,832.00","39,840.00"
June 2022,Gujarat,"19,616.00","100,608.00","9,792.00","44,160.00"
July 2022,Gujarat,"21,400.00","110,400.00","10,752.00","48,480.00"
August 2022,Gujarat,"23,184.00","120,320.00","11,712.00","52,800.00"
September 2022,Gujarat,"24,968.00","130,240.00","12,672.00","57,120.00"
October 2022,Gujarat,"28,224.00","148,800.00","14,336.00","64,896.00"
November 2022,Gujarat,"30,408.00","159,360.00","15,342.00","69,312.00"
December 2022,Gujarat,"32,640.00","170,400.00","16,380.00","73,968.00"
January 2023,Gujarat,"34,800.00","181,600.00","17,448.00","78,624.00"
February 2023,Gujarat,"36,360.00","190,400.00","18,204.00","82,080.00"
March 2023,Gujarat,"37,920.00","199,200.00","18,960.00","85,536.00"
April 2023,Gujarat,"39,480.00","208,000.00","19,716.00","88,992.00"
May 2023,Gujarat,"41,760.00","220,800.00","20,808.00","93,696.00"
June 2023,Gujarat,"46,128.00","244,800.00","23,040.00","103,680.00"
July 2023,Gujarat,"50,496.00","266,800.00","25,272.00","113,664.00"
August 2023,Gujarat,"54,864.00","290,400.00","27,504.00","123,648.00"
September 2023,Gujarat,"59,232.00","314,000.00","29,736.00","133,632.00"
October 2023,Gujarat,"63,600.00","338,000.00","31,968.00","143,616.00"
April 2016,Haryana,150.00,750.00,75.00,375.00
May 2016,Haryana,165.00,825.00,82.50,412.50
June 2016,Haryana,180.00,900.00,90.00,450.00
July 2016,Haryana,195.00,975.00,97.50,487.50
August 2016,Haryana,210.00,"1,050.00",105.00,525.00
September 2016,Haryana,225.00,"1,125.00",112.50,562.50
October 2016,Haryana,240.00,"1,200.00",120.00,600.00
November 2016,Haryana,255.00,"1,275.00",127.50,637.50
December 2016,Haryana,270.00,"1,350.00",135.00,675.00
January 2017,Haryana,285.00,"1,425.00",142.50,712.50
February 2017,Haryana,300.00,"1,500.00",150.00,750.00
March 2017,Haryana,315.00,"1,575.00",157.50,787.50
April 2017,Haryana,330.00,"1,650.00",165.00,825.00
May 2017,Haryana,345.00,"1,725.00",172.50,862.50
June 2017,Haryana,360.00,"1,800.00",180.00,900.00
July 2017,Haryana,375.00,"1,875.00",187.50,937.50
August 2017,Haryana,390.00,"1,950.00",195.00,975.00
September 2017,Haryana,405.00,"2,025.00",202.50,"1,012.50"
October 2017,Haryana,420.00,"2,100.00",210.00,"1,050.00"
November 2017,Haryana,435.00,"2,175.00",217.50,"1,087.50"
December 2017,Haryana,450.00,"2,250.00",225.00,"1,125.00"
January 2018,Haryana,465.00,"2,325.00",232.50,"1,162.50"
February 2018,Haryana,480.00,"2,400.00",240.00,"1,200.00"
March 2018,Haryana,495.00,"2,475.00",247.50,"1,237.50"
April 2018,Haryana,510.00,"2,550.00",255.00,"1,275.00"
May 2018,Haryana,525.00,"2,625.00",262.50,"1,312.50"
June 2018,Haryana,540.00,"2,700.00",270.00,"1,350.00"
July 2018,Haryana,555.00,"2,775.00",277.50,"1,387.50"
August 2018,Haryana,570.00,"2,850.00",285.00,"1,425.00"
September 2018,Haryana,585.00,"2,925.00",292.50,"1,462.50"
October 2018,Haryana,600.00,"3,000.00",300.00,"1,500.00"
November 2018,Haryana,630.00,"3,150.00",315.00,"1,575.00"
December 2018,Haryana,660.00,"3,300.00",330.00,"1,650.00"
January 2019,Haryana,690.00,"3,450.00",345.00,"1,725.00"
February 2019,Haryana,720.00,"3,600.00",360.00,"1,800.00"
March 2019,Haryana,750.00,"3,750.00",375.00,"1,875.00"
April 2019,Haryana,780.00,"3,900.00",390.00,"1,950.00"
May 2019,Haryana,840.00,"4,200.00",420.00,"2,100.00"
June 2019,Haryana,900.00,"4,500.00",450.00,"2,250.00"
July 2019,Haryana,960.00,"4,800.00",480.00,"2,400.00"
August 2019,Haryana,"1,020.00","5,100.00",510.00,"2,550.00"
September 2019,Haryana,"1,080.00","5,400.00",540.00,"2,700.00"
October 2019,Haryana,"1,140.00","5,700.00",570.00,"2,850.00"
November 2019,Haryana,"1,200.00","6,000.00",600.00,"3,000.00"
December 2019,Haryana,"1,260.00","6,300.00",630.00,"3,150.00"
January 2020,Haryana,"1,320.00","6,600.00",660.00,"3,300.00"
February 2020,Haryana,"1,380.00","6,900.00",690.00,"3,450.00"
March 2020,Haryana,"1,440.00","7,200.00",720.00,"3,600.00"
April 2020,Haryana,"1,470.00","7,350.00",735.00,"3,675.00"
May 2020,Haryana,"1,500.00","7,500.00",750.00,"3,750.00"
June 2020,Haryana,"1,680.00","8,400.00",840.00,"4,200.00"
July 2020,Haryana,"1,920.00","9,600.00",960.00,"4,800.00"
August 2020,Haryana,"2,160.00","10,800.00","1,080.00","5,400.00"
September 2020,Haryana,"2,400.00","12,000.00","1,200.00","6,000.00"
October 2020,Haryana,"2,640.00","13,200.00","1,320.00","6,600.00"
November 2020,Haryana,"2,880.00","14,400.00","1,440.00","7,200.00"
December 2020,Haryana,"3,120.00","15,600.00","1,560.00","7,800.00"
January 2021,Haryana,"3,360.00","16,800.00","1,680.00","8,400.00"
February 2021,Haryana,"3,600.00","18,000.00","1,800.00","9,000.00"
March 2021,Haryana,"3,840.00","19,200.00","1,920.00","9,600.00"
April 2021,Haryana,"3,989.00","20,168.00","2,052.00","10,032.00"
May 2021,Haryana,"4,320.00","21,600.00","2,160.00","10,800.00"
June 2021,Haryana,"4,656.00","23,040.00","2,304.00","11,520.00"
July 2021,Haryana,"4,992.00","24,480.00","2,448.00","12,240.00"
August 2021,Haryana,"5,328.00","25,920.00","2,592.00","12,960.00"
September 2021,Haryana,"5,664.00","27,360.00","2,736.00","13,680.00"
October 2021,Haryana,"6,000.00","28,800.00","2,880.00","14,400.00"
November 2021,Haryana,"6,360.00","30,240.00","3,024.00","15,120.00"
December 2021,Haryana,"6,720.00","31,680.00","3,168.00","15,840.00"
January 2022,Haryana,"7,128.00","33,264.00","3,384.00","16,704.00"
February 2022,Haryana,"7,536.00","34,848.00","3,600.00","17,280.00"
March 2022,Haryana,"7,944.00","36,432.00","3,816.00","17,856.00"
April 2022,Haryana,"8,352.00","38,016.00","4,032.00","18,432.00"
May 2022,Haryana,"8,832.00","39,840.00","4,272.00","19,296.00"
June 2022,Haryana,"9,792.00","44,160.00","4,704.00","21,504.00"
July 2022,Haryana,"10,752.00","48,480.00","5,136.00","23,712.00"
August 2022,Haryana,"11,712.00","52,800.00","5,568.00","25,920.00"
September 2022,Haryana,"12,672.00","57,120.00","6,000.00","28,128.00"
October 2022,Haryana,"14,336.00","64,896.00","6,720.00","31,680.00"
November 2022,Haryana,"15,342.00","69,312.00","7,179.00","33,816.00"
December 2022,Haryana,"16,380.00","73,968.00","7,665.00","36,096.00"
January 2023,Haryana,"17,448.00","78,624.00","8,151.00","38,376.00"
February 2023,Haryana,"18,204.00","82,080.00","8,514.00","40,248.00"
March 2023,Haryana,"18,960.00","85,536.00","8,877.00","42,120.00"
April 2023,Haryana,"19,716.00","88,992.00","9,240.00","43,992.00"
May 2023,Haryana,"20,808.00","93,696.00","9,744.00","46,432.00"
June 2023,Haryana,"23,040.00","103,680.00","10,816.00","51,840.00"
July 2023,Haryana,"25,272.00","113,664.00","11,888.00","57,280.00"
August 2023,Haryana,"27,504.00","123,648.00","12,960.00","62,720.00"
September 2023,Haryana,"29,736.00","133,632.00","14,032.00","68,160.00"
October 2023,Haryana,"31,968.00","143,616.00","15,104.00","73,600.00"
April 2016,Himachal Pradesh,20.00,100.00,10.00,50.00
May 2016,Himachal Pradesh,22.00,110.00,11.00,55.00
June 2016,Himachal Pradesh,24.00,120.00,12.00,60.00
July 2016,Himachal Pradesh,26.00,130.00,13.00,65.00
August 2016,Himachal Pradesh,28.00,140.00,14.00,70.00
September 2016,Himachal Pradesh,30.00,150.00,15.00,75.00
October 2016,Himachal Pradesh,32.00,160.00,16.00,80.00
November 2016,Himachal Pradesh,34.00,170.00,17.00,85.00
December 2016,Himachal Pradesh,36.00,180.00,18.00,90.00
January 2017,Himachal Pradesh,38.00,190.00,19.00,95.00
February 2017,Himachal Pradesh,40.00,200.00,20.00,100.00
March 2017,Himachal Pradesh,42.00,210.00,21.00,105.00
April 2017,Himachal Pradesh,44.00,220.00,22.00,110.00
May 2017,Himachal Pradesh,46.00,230.00,23.00,115.00
June 2017,Himachal Pradesh,48.00,240.00,24.00,120.00
July 2017,Himachal Pradesh,50.00,250.00,25.00,125.00
August 2017,Himachal Pradesh,52.00,260.00,26.00,130.00
September 2017,Himachal Pradesh,54.00,270.00,27.00,135.00
October 2017,Himachal Pradesh,56.00,280.00,28.00,140.00
November 2017,Himachal Pradesh,58.00,290.00,29.00,145.00
December 2017,Himachal Pradesh,60.00,300.00,30.00,150.00
January 2018,Himachal Pradesh,62.00,310.00,31.00,155.00
February 2018,Himachal Pradesh,64.00,320.00,32.00,160.00
March 2018,Himachal Pradesh,66.00,330.00,33.00,165.00
April 2018,Himachal Pradesh,68.00,340.00,34.00,170.00
May 2018,Himachal Pradesh,70.00,350.00,35.00,175.00
June 2018,Himachal Pradesh,72.00,360.00,36.00,180.00
July 2018,Himachal Pradesh,74.00,370.00,37.00,185.00
August 2018,Himachal Pradesh,76.00,380.00,38.00,190.00
September 2018,Himachal Pradesh,78.00,390.00,39.00,195.00
October 2018,Himachal Pradesh,80.00,400.00,40.00,200.00
November 2018,Himachal Pradesh,84.00,420.00,42.00,210.00
December 2018,Himachal Pradesh,88.00,440.00,44.00,220.00
January 2019,Himachal Pradesh,92.00,460.00,46.00,230.00
February 2019,Himachal Pradesh,96.00,480.00,48.00,240.00
March 2019,Himachal Pradesh,100.00,500.00,50.00,250.00
April 2019,Himachal Pradesh,104.00,520.00,52.00,260.00
May 2019,Himachal Pradesh,112.00,560.00,56.00,280.00
June 2019,Himachal Pradesh,120.00,600.00,60.00,300.00
July 2019,Himachal Pradesh,128.00,640.00,64.00,320.00
August 2019,Himachal Pradesh,136.00,680.00,68.00,340.00
September 2019,Himachal Pradesh,144.00,720.00,72.00,360.00
October 2019,Himachal Pradesh,152.00,760.00,76.00,380.00
November 2019,Himachal Pradesh,160.00,800.00,80.00,400.00
December 2019,Himachal Pradesh,168.00,840.00,84.00,420.00
January 2020,Himachal Pradesh,176.00,880.00,88.00,440.00
February 2020,Himachal Pradesh,184.00,920.00,92.00,460.00
March 2020,Himachal Pradesh,192.00,960.00,96.00,480.00
April 2020,Himachal Pradesh,196.00,980.00,98.00,490.00
May 2020,Himachal Pradesh,200.00,"1,000.00",100.00,500.00
June 2020,Himachal Pradesh,224.00,"1,120.00",112.00,560.00
July 2020,Himachal Pradesh,256.00,"1,280.00",128.00,640.00
August 2020,Himachal Pradesh,288.00,"1,440.00",144.00,720.00
September 2020,Himachal Pradesh,320.00,"1,600.00",160.00,800.00
October 2020,Himachal Pradesh,352.00,"1,760.00",176.00,880.00
November 2020,Himachal Pradesh,384.00,"1,920.00",192.00,960.00
December 2020,Himachal Pradesh,416.00,"2,080.00",208.00,"1,040.00"
January 2021,Himachal Pradesh,448.00,"2,240.00",224.00,"1,120.00"
February 2021,Himachal Pradesh,480.00,"2,400.00",240.00,"1,200.00"
March 2021,Himachal Pradesh,512.00,"2,560.00",256.00,"1,280.00"
April 2021,Himachal Pradesh,537.00,"2,657.00",269.00,"1,337.00"
May 2021,Himachal Pradesh,576.00,"2,880.00",288.00,"1,440.00"
June 2021,Himachal Pradesh,615.00,"3,103.00",309.00,"1,549.00"
July 2021,Himachal Pradesh,654.00,"3,326.00",330.00,"1,658.00"
August 2021,Himachal Pradesh,693.00,"3,549.00",351.00,"1,767.00"
September 2021,Himachal Pradesh,732.00,"3,772.00",372.00,"1,876.00"
October 2021,Himachal Pradesh,771.00,"3,995.00",393.00,"1,985.00"
November 2021,Himachal Pradesh,822.00,"4,257.00",417.00,"2,118.00"
December 2021,Himachal Pradesh,879.00,"4,560.00",444.00,"2,274.00"
January 2022,Himachal Pradesh,936.00,"4,863.00",471.00,"2,430.00"
February 2022,Himachal Pradesh,993.00,"5,166.00",498.00,"2,586.00"
March 2022,Himachal Pradesh,"1,050.00","5,469.00",525.00,"2,742.00"
April 2022,Himachal Pradesh,"1,107.00","5,772.00",552.00,"2,898.00"
May 2022,Himachal Pradesh,"1,170.00","6,132.00",584.00,"3,072.00"
June 2022,Himachal Pradesh,"1,296.00","6,804.00",648.00,"3,408.00"
July 2022,Himachal Pradesh,"1,422.00","7,476.00",712.00,"3,744.00"
August 2022,Himachal Pradesh,"1,548.00","8,148.00",776.00,"4,080.00"
September 2022,Himachal Pradesh,"1,674.00","8,820.00",840.00,"4,416.00"
October 2022,Himachal Pradesh,"1,890.00","10,000.00",945.00,"5,000.00"
November 2022,Himachal Pradesh,"2,025.00","10,700.00","1,010.00","5,350.00"
December 2022,Himachal Pradesh,"2,175.00","11,500.00","1,085.00","5,775.00"
January 2023,Himachal Pradesh,"2,325.00","12,300.00","1,160.00","6,200.00"
February 2023,Himachal Pradesh,"2,430.00","12,860.00","1,213.00","6,471.00"
March 2023,Himachal Pradesh,"2,535.00","13,420.00","1,266.00","6,742.00"
April 2023,Himachal Pradesh,"2,640.00","13,980.00","1,319.00","7,013.00"
May 2023,Himachal Pradesh,"2,790.00","14,790.00","1,394.00","7,414.00"
June 2023,Himachal Pradesh,"3,090.00","16,410.00","1,548.00","8,256.00"
July 2023,Himachal Pradesh,"3,390.00","18,030.00","1,702.00","9,098.00"
August 2023,Himachal Pradesh,"3,690.00","19,650.00","1,856.00","9,940.00"
September 2023,Himachal Pradesh,"3,990.00","21,270.00","2,010.00","10,782.00"
October 2023,Himachal Pradesh,"4,290.00","22,890.00","2,164.00","11,624.00"
April 2016,Jammu and Kashmir,5,25,2.50,12.50
May 2016,Jammu and Kashmir,5.5,27.5,2.75,13.75
June 2016,Jammu and Kashmir,6,30,3.00,15.00
July 2016,Jammu and Kashmir,6.5,32.5,3.25,16.25
August 2016,Jammu and Kashmir,7,35,3.50,17.50
September 2016,Jammu and Kashmir,7.5,37.5,3.75,18.75
October 2016,Jammu and Kashmir,8,40,4.00,20.00
November 2016,Jammu and Kashmir,8.5,42.5,4.25,21.25
December 2016,Jammu and Kashmir,9,45,4.50,22.50
January 2017,Jammu and Kashmir,9.5,47.5,4.75,23.75
February 2017,Jammu and Kashmir,10,50,5.00,25.00
March 2017,Jammu and Kashmir,10.5,52.5,5.25,26.25
April 2017,Jammu and Kashmir,11,55,5.50,27.50
May 2017,Jammu and Kashmir,11.5,57.5,5.75,28.75
June 2017,Jammu and Kashmir,12,60,6.00,30.00
July 2017,Jammu and Kashmir,12.5,62.5,6.25,31.25
August 2017,Jammu and Kashmir,13,65,6.50,32.50
September 2017,Jammu and Kashmir,13.5,67.5,6.75,33.75
October 2017,Jammu and Kashmir,14,70,7.00,35.00
November 2017,Jammu and Kashmir,14.5,72.5,7.25,36.25
December 2017,Jammu and Kashmir,15,75,7.50,37.50
January 2018,Jammu and Kashmir,15.5,77.5,7.75,38.75
February 2018,Jammu and Kashmir,16,80,8.00,40.00
March 2018,Jammu and Kashmir,16.5,82.5,8.25,41.25
April 2018,Jammu and Kashmir,17,85,8.50,42.50
May 2018,Jammu and Kashmir,17.5,87.5,8.75,43.75
June 2018,Jammu and Kashmir,18,90,9.00,45.00
July 2018,Jammu and Kashmir,18.5,92.5,9.25,46.25
August 2018,Jammu and Kashmir,19,95,9.50,47.50
September 2018,Jammu and Kashmir,19.5,97.5,9.75,48.75
October 2018,Jammu and Kashmir,20,100,10.00,50.00
November 2018,Jammu and Kashmir,21,105,10.50,52.50
December 2018,Jammu and Kashmir,22,110,11.00,55.00
January 2019,Jammu and Kashmir,23,115,11.50,57.50
February 2019,Jammu and Kashmir,24,120,12.00,60.00
March 2019,Jammu and Kashmir,25,125,12.50,62.50
April 2019,Jammu and Kashmir,26,130,13.00,65.00
May 2019,Jammu and Kashmir,28,140,14.00,70.00
June 2019,Jammu and Kashmir,30,150,15.00,75.00
July 2019,Jammu and Kashmir,32,160,16.00,80.00
August 2019,Jammu and Kashmir,34,170,17.00,85.00
September 2019,Jammu and Kashmir,36,180,18.00,90.00
October 2019,Jammu and Kashmir,38,190,19.00,95.00
November 2019,Jammu and Kashmir,40,200,20.00,100.00
December 2019,Jammu and Kashmir,42,210,21.00,105.00
January 2020,Jammu and Kashmir,44,220,22.00,110.00
February 2020,Jammu and Kashmir,46,230,23.00,115.00
March 2020,Jammu and Kashmir,48,240,24.00,120.00
April 2020,Jammu and Kashmir,49,245,24.50,122.50
May 2020,Jammu and Kashmir,50,250,25.00,125.00
June 2020,Jammu and Kashmir,56,280,28.00,140.00
July 2020,Jammu and Kashmir,64,320,32.00,160.00
August 2020,Jammu and Kashmir,72,360,36.00,180.00
September 2020,Jammu and Kashmir,80,400,40.00,200.00
October 2020,Jammu and Kashmir,88,440,44.00,220.00
November 2020,Jammu and Kashmir,96,480,48.00,240.00
December 2020,Jammu and Kashmir,104,520,52.00,260.00
January 2021,Jammu and Kashmir,112,560,56.00,280.00
February 2021,Jammu and Kashmir,120,600,60.00,300.00
March 2021,Jammu and Kashmir,128,640,64.00,320.00
April 2021,Jammu and Kashmir,134,672,67.00,336.00
May 2021,Jammu and Kashmir,144,720,72.00,360.00
June 2021,Jammu and Kashmir,154,768,77.00,384.00
July 2021,Jammu and Kashmir,164,816,82.00,408.00
August 2021,Jammu and Kashmir,174,864,86.00,432.00
September 2021,Jammu and Kashmir,184,912,91.00,456.00
October 2021,Jammu and Kashmir,192,960,96.00,480.00
November 2021,Jammu and Kashmir,202,1008,101.00,504.00
December 2021,Jammu and Kashmir,212,1056,106.00,528.00
January 2022,Jammu and Kashmir,228,1128,113.00,564.00
February 2022,Jammu and Kashmir,240,1200,120.00,600.00
March 2022,Jammu and Kashmir,252,1272,127.00,636.00
April 2022,Jammu and Kashmir,264,1344,134.00,672.00
May 2022,Jammu and Kashmir,280,1416,142.00,712.00
June 2022,Jammu and Kashmir,304,1520,160.00,800.00
July 2022,Jammu and Kashmir,336,1672,167.00,840.00
August 2022,Jammu and Kashmir,368,1824,191.00,960.00
September 2022,Jammu and Kashmir,400,1976,198.00,992.00
October 2022,Jammu and Kashmir,448,2240,224.00,"1,120.00"
November 2022,Jammu and Kashmir,478,2390,239.00,"1,195.00"
December 2022,Jammu and Kashmir,510,2550,255.00,"1,275.00"
January 2023,Jammu and Kashmir,542,2710,271.00,"1,355.00"
February 2023,Jammu and Kashmir,568,2832,283.00,"1,416.00"
March 2023,Jammu and Kashmir,594,2954,295.00,"1,477.00"
April 2023,Jammu and Kashmir,620,3076,308.00,"1,538.00"
May 2023,Jammu and Kashmir,656,3280,328.00,"1,640.00"
June 2023,Jammu and Kashmir,728,3640,364.00,"1,820.00"
July 2023,Jammu and Kashmir,800,4000,400.00,"2,000.00"
August 2023,Jammu and Kashmir,872,4360,436.00,"2,180.00"
